"Index:	FREQUENCY:	AMPLITUDE:	BIAS:	GAMMA:	Pressure:	TimeMark:"
"000004385	022328.800	001.647293	0.195410	5.819137e-07	0.0e+00	00:11:41.906"
"000004386	022328.875	001.654490	0.193068	5.854249e-07	0.0e+00	00:11:42.063"
"000004387	022328.950	001.563202	0.191183	5.538621e-07	0.0e+00	00:11:42.235"
"000004388	022329.025	001.639433	0.189657	5.815004e-07	0.0e+00	00:11:42.391"
"000004389	022329.100	001.665878	0.187900	5.916181e-07	0.0e+00	00:11:42.547"
"000004390	022329.175	001.652585	0.185643	5.878396e-07	0.0e+00	00:11:42.719"
"000004391	022329.250	001.736254	0.183252	6.186536e-07	0.0e+00	00:11:42.875"
"000004392	022329.325	001.767158	0.181585	6.304138e-07	0.0e+00	00:11:43.031"
"000004393	022329.400	001.686336	0.179771	6.023612e-07	0.0e+00	00:11:43.188"
"000004394	022329.475	001.831228	0.177588	6.551390e-07	0.0e+00	00:11:43.360"
"000004395	022329.550	001.897881	0.175222	6.801358e-07	0.0e+00	00:11:43.516"
"000004396	022329.625	001.933259	0.173280	6.937797e-07	0.0e+00	00:11:43.672"
"000004397	022329.700	002.031494	0.171601	7.299122e-07	0.0e+00	00:11:43.844"
"000004398	022329.775	002.104636	0.169735	7.572075e-07	0.0e+00	00:11:44.000"
"000004399	022329.850	002.154307	0.167637	7.762502e-07	0.0e+00	00:11:44.156"
"000004400	022329.925	002.275095	0.165287	8.211635e-07	0.0e+00	00:11:44.313"
"000004401	022330.000	002.269932	0.163227	8.205202e-07	0.0e+00	00:11:44.485"
"000004402	022330.075	002.413333	0.161415	8.735006e-07	0.0e+00	00:11:44.641"
"000004403	022330.150	002.482612	0.159742	8.996652e-07	0.0e+00	00:11:44.797"
"000004404	022330.225	002.486707	0.157476	9.026317e-07	0.0e+00	00:11:44.969"
"000004405	022330.300	002.420492	0.154856	8.802711e-07	0.0e+00	00:11:45.125"
"000004406	022330.375	002.485264	0.153249	9.048846e-07	0.0e+00	00:11:45.281"
"000004407	022330.450	002.533080	0.151450	9.235040e-07	0.0e+00	00:11:45.453"
"000004408	022330.525	002.706869	0.149491	9.882756e-07	0.0e+00	00:11:45.610"
"000004409	022330.600	002.668544	0.147225	9.758976e-07	0.0e+00	00:11:45.766"
